"ftabindex","flistindex","fvisible","FID","FClassTypeID","FPage","FCaption_CHS","FCaption_CHT","FCaption_EN","FKey","FFieldName","FTableName","FTableNameAs","FListIndex","FListClassName","FVisible","FEnable","FNeedSave","FMustInput","FCtlType","FProperty","FLookUpType","FLookUpClassID","FLookUpList","FSRCFieldName","FSRCTableName","FSRCTableNameAs","FDSPFieldName","FFNDFieldName","FValueLocation","FFilter","FFilterGroup","FValueType","FDspColType","FEditlen","FValuePrecision","FSaveRule","FDefValue","FAction","FUserDefine","FNote","FKeyWord","FLeft","FTop","FHeight","FWidth","FCondition","FTabIndex","FLock","FSum","FPrec","FScale","FLayer","FLoadAction","FUnControl","FFont","FSourceType","FSubKey","FParentKey","FConditionExt","FFrameBorder","FFrameBorderColor","FLabelWidth","FLabelColor","FTextColor","FIsF7","FContainer","FStyle"
"34","71","2047","26390","1007006","2","接受客户目标价","核取方塊","Check Box","FCheckBox","FCheckBox","PORFQEntry",,"71","2","2047","0","true","false","4",,"0","0",,,,,,,"1",,,"104","501","255","1",,,"ClearFieldValue{FCheckBox,FCheckBox1,FDecimal14}|Calculate{FDecimal14=FDecimal13}:{FCheckBox=1}|Calculate{FDescount=100-100*FDecimal22/(1-FDecimal14/100)*(1+FCess/100)/(1-FDecimal1/100)/FAuxPriceIncludeTax/FDecimal5}:{FCheckBox=1}|Calculate{FDiscountAmt=FAuxQty*FAuxPriceIncludeTax*FDescount/100}:{FCheckBox=1}|Calculate{FAmountIncludeTax=FDecimal10}:{FCheckBox=1}|Calculate{FAuxTaxPriceDiscount=FDecimal10}:{FCheckBox=1}|Calculate{FDecimal15=FDecimal11}:{FCheckBox=1}|TrigAction{FDecimal23,FDecimal24,FAuxPriceIncludeTax}:{(FCheckBox=0) and (FCheckBox1=0)}","true",,,"5911","5575","500","1635","7","34","19","false","0","1","0",,"24577","FontName=楷体_GB2312|FontSize=10|FontBold=False|FontItalic=False|","11",,,"0","2","0","0","0","0","0",,"0"
"35","72","2047","26391","1007006","2","维持成交价格","核取方塊1","Check Box1","FCheckBox1","FacceptNowPrice","PORFQEntry",,"72","2","2047","0","true","false","4",,"0","0",,,,,,,"1",,,"104","501","255","1",,,"ClearFieldValue{FCheckBox1,FCheckBox,FDecimal14}|Calculate{FDecimal14=FDecimal9}:{FCheckBox1=1}|Calculate{FDescount=100-100*FDecimal22/(1-FDecimal14/100)*(1+FCess/100)/(1-FDecimal1/100)/FAuxPriceIncludeTax/FDecimal5}:{FCheckBox1=1}|Calculate{FDiscountAmt=FAuxQty*FAuxPriceIncludeTax*FDescount/100}:{FCheckBox1=1}|Calculate{FAmountIncludeTax=FAuxPriceIncludeTax}:{FCheckBox1=1}|Calculate{FAuxTaxPriceDiscount=FAuxPriceIncludeTax
}:{FCheckBox1=1}|Calculate{FDecimal15=FDecimal7}:{FCheckBox1=1}|TrigAction{FDecimal23,FDecimal24,FAuxPriceIncludeTax}:{FCheckBox=0 and FCheckBox1=0}","true",,,"5911","5575","500","1530","7","35","19","false","0","1","0",,"24577","FontName=楷体_GB2312|FontSize=10|FontBold=False|FontItalic=False|","11",,,"0","2","0","0","0","0","0",,"0"
"27","27","3071","13958","1007006","1","审核日期","審核日期","Approval Date","FCheckDate","FCheckDate","PORFQ",,"27","2","3071","0","true","false","0",,"0","0",,,,,,,"1",,,"61","0","8","8",,,,"false",,,"1948","7185","375","1290","2,13","27","-1","false","3","23","0",,"8194",,"0",,,"0","2","0","1000","0","0","0",,"0"
"26","26","3071","13957","1007006","1","审核","審核","Approve","FCheckerID","FCheckerID","PORFQ",,"26","2","3071","1","true","false","1",,"7","9",,"FUserID","t_User",,"FName","fname","1",,,"56","500","255","4",,,,"false",,,"105","7185","375","1290","9,14,15","26","-1","false","0","6","0",,"8195",,"4",,,"1000000","2","0","750","0","0","0",,"0"
"48","83","3071","13997","1007006","2","源单类型","源單類型","Source Doc Type","FClassID_SRC","FSourceTranType","PORFQEntry",,"83","0","3071","0","true","false","8","FID_SRC","11","1",,"FID","ICClassType","ICClassType1","FName","FName","1",,,"56","500","255","4",,,,"false",,"SRCCLASSTYPE","0","0","350","1080","11","48","-1","false","0","10","0",,"8240",,"0",,,"0","0","0","0","0","0","0",,"0"
"11","114","0","13959","1007006","1","事务类型","事務類型","Tran.Type","FClassTypeID","FClassTypeID","PORFQ",,"114","2","0","1","true","false","1",,"0","0",,"FID","ICClassType",,"FName","FName","1",,,"56","500","255","4",,,,"false",,"CLASSTYPEID","240","120","405","2535","-1","11","16","false","0","0","0",,"12289",,"0",,,"0","2","0","0","0","0","0",,"0"
"47","82","2047","22574","1007006","2","价格政策","价格政策","Price System","FComboBox","FPriceSystemID","PORFQEntry",,"82","2","2047","0","true","false","8",,"0","9999","SQL{ SELECT FInterID,FName  FROM ICPrcPly}","FInterID","ICPrcPly",,"FName",,"1",,,"231","500","255","255",,,,"true",,,"120","1695","350","1185","5","47","24","false","0","0","0",,"24631",,"9",,,"0","2","0","0","0","0","0",,"0"
"40","40","12","19886","1007006","1","制单来源","制單來源","Preparation Source","FCreateFrom","FCreateFrom","PORFQ",,"40","2","12","0","true","false","8",,"0","0","VALUELIST{1=CRM,0=GUI}",,,,,,"1",,,"231","500","255","255",,"0",,"false",,,"7725","7710","240","1800","5","40","16","false","0","0","0",,"24599",,"9",,,"0","2","0","0","0","0","0",,"0"
"13","13","4095","13953","1007006","1","币别","幣別","Currency","FCurrencyID","FCurrencyID","PORFQ",,"13","2","4095","0","true","true","1",,"5","120",,"FCurrencyID","t_Currency",,"FName","FNumber","1",,"0","56","500","255","4",,,"TrigAction{FBase4,FDecimal23,FDecimal24}","false",,,"2639","1812","375","2145","0","13","20","false","0","10","0","LockField{FCurrencyID=1,FExchangeRate=1,FExchangeRate=0,ClearFieldValue=0}","13843",,"1",,,"0","2","0","1000","0","0","0",,"0"
"8","8","4095","13950","1007006","1","购货单位","購貨單位","Customer","FCustID","FCustID","PORFQ",,"8","2","4095","0","true","true","1",,"1","1",,"FItemID","t_Organization",,"FName","FNumber","1",,"0","56","500","255","4",,,"TakeBaseData{FCURRENCYID=FCYID,FBASEPROPERTY2}:{ME.FCyID<>0}|TakeBaseData{FPayCondition=FPayCondition,FDecimal2=F_116,FDecimal6=F_122,FDecimal=F_121,FDecimal1=F_115,FBase2=F_124}|TakeBaseData{FDEPTID=FDEPARTMENT,FEMPID=FEMPLOYEE}|BOSSer_GetTaxRate{Para=[P_SystemType=1,P_CompanyID=FCustID,P_ICItemID=FItemNumber,P_TaxRateOption=0];Return=[P_TaxRate=FCess];BOSAction=[BSA_FillRowType=-2,BSA_ReadRowType=-2]}","false",,,"105","1024","375","2145","0","8","20","false","0","10","0",,"13843",,"1",,,"0","2","0","1000","0","0","0",,"0"
"71","103","12","14005","1007006","2","客户物料名称","客戶物料名稱","Customer Material Name","FCustMtrlName","FCustMtrlName","PORFQEntry",,"103","0","12","0","true","false","1",,"0","0",,,,,"FName",,"1",,,"231","500","255","255",,,,"false",,,"0","0","350","1140","0,13","71","20","false","0","0","0",,"12306",,"0",,,"0","2","0","0","0","0","0",,"0"
"72","104","12","14006","1007006","2","客户物料图号","客戶物料圖號","Customer Drawing No.","FCustMtrlNo","FCustMtrlNo","PORFQEntry",,"104","0","12","0","true","false","1",,"0","0",,,,,"FName",,"1",,,"231","500","255","255",,,,"false",,,"0","0","350","1170","0,13","72","20","false","0","0","0",,"12306",,"0",,,"0","2","0","0","0","0","0",,"0"
"1","1","4095","13949","1007006","1","日期","日期","Date","FDate","FDate","PORFQ",,"1","2","4095","0","true","true","0",,"0","0",,,,,,,"1",,,"61","0","8","8",,,,"false",,,"11163","7185","375","1290","2,13","1","20","false","3","23","0",,"13842",,"0",,,"0","2","0","1000","0","0","0",,"0"
"44","79","2047","22577","1007006","2","生效日期","生效日期","FBegDate","FDate1","FBegDate","PORFQEntry",,"79","2","2047","0","true","true","0",,"0","0",,,,,,,"1",,,"61","0","8","8",,,,"true",,,"0","0","350","1365","2,13","44","24","false","3","23","0",,"24593",,"0",,,"0","2","0","0","0","0","0",,"0"
"45","80","2047","22578","1007006","2","失效日期","失效日期","FEndDate","FDate2","FEndDate","PORFQEntry",,"80","2","2047","0","true","true","0",,"0","0",,,,,,,"1",,,"61","0","8","8",,,,"true",,,"0","0","350","1215","2,13","45","24","false","3","23","0",,"24593",,"0",,,"0","2","0","0","0","0","0",,"0"
"21","21","2047","26353","1007006","1","质量赔偿金折扣率% ","小數5","Decimal5","FDecimal","FUncountRateQulity","PORFQ",,"21","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"7707","1409","375","2145","1,13","21","24","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"22","22","2047","26354","1007006","1","返点%             ","小數6","Decimal6","FDecimal1","FUncountRateReturn","PORFQ",,"22","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"7707","1806","375","2145","1,13","22","24","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"27","64","2047","26365","1007006","2","客户含税目标价(扣除质保金)","小數25","Decimal24","FDecimal10","FCustGoalUninclQGPric","PORFQEntry",,"64","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"Calculate{FDecimal11=FDecimal10/(1-FDecimal/100)}","true",,,"0","0","350","900","1,13","27","-1","false","28","4","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"28","65","2047","26366","1007006","2","客户含税目标价(含质保金)","小數12","Decimal11","FDecimal11","FpricByCustom","PORFQEntry",,"65","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"Calculate{FDecimal12=FDecimal11*FDecimal5*(1-FDecimal/100)*(1-FDecimal1/100)/(1+FCess/100)-FDecimal22}|Calculate{FDecimal13=100-100*FDecimal22*(1+FCess/100)/(FDecimal11*(1-FDecimal/100)*(1-FDecimal1/100)*FDecimal5)}|Calculate{FDecimal10=FDecimal11*(1-FDecimal/100)}","true",,,"0","0","350","990","1,13","28","24","false","28","4","0",,"25105","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"29","66","2047","26367","1007006","2","目标价利润（扣除质保金和返点）","小數13","Decimal12","FDecimal12","FGainByCustom","PORFQEntry",,"66","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","810","1,13","29","-1","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"30","67","2047","26368","1007006","2","目标价利润率%","小數14","Decimal13","FDecimal13","FrateByCustom","PORFQEntry",,"67","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","750","1,13","30","-1","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"36","73","2047","26369","1007006","2","公司最终报价利润率%","小數18","Decimal17","FDecimal14","FrateGainByComFinalPric","PORFQEntry",,"73","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"ClearFieldValue{FDecimal14,FCheckBox,FCheckBox1}|Calculate{FDescount=100-100*FDecimal22/(1-FDecimal14/100)*(1+FCess/100)/(1-FDecimal1/100)/FAuxPriceIncludeTax/FDecimal5}|Calculate{FDiscountAmt=FAuxQty*FAuxPriceIncludeTax*FDescount/100}|Calculate{FAuxTaxPriceDiscount=FAuxPriceIncludeTax*(1-FDescount/100)}|Calculate{FDecimal15=FAuxPriceIncludeTax*(1-FDescount/100)/(1-FDecimal/100)}|TrigAction{FAuxPrice}","true",,,"0","0","350","1860","1,13","36","19","false","28","2","0",,"24577","FontName=楷体_GB2312|FontSize=10|FontBold=False|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"42","76","2047","26370","1007006","2","实际含税单价（含质保金）","小數26","Decimal25","FDecimal15","FAuxTaxIncQGPrice","PORFQEntry",,"76","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","2500","1,13","42","24","false","28","4","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"51","86","2047","26371","1007006","2","体积/抛重","小數","Decimal","FDecimal16","Fsize","PORFQEntry",,"86","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","1125","1,13","51","24","false","28","6","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=True|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"53","88","2047","26372","1007006","2","运费单价(不含税）","小數2","Decimal2","FDecimal17","Ftranprice","PORFQEntry",,"88","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","990","1,13","53","24","false","28","4","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=True|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"54","89","2047","26373","1007006","2","运费（不含税）","小數3","Decimal3","FDecimal18","Ftranamt","PORFQEntry",,"89","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","1215","1,13","54","24","false","28","6","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=True|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"57","90","2047","26374","1007006","2","出厂成本_不含运费","小數7","Decimal7","FDecimal19","FStdCOST","PORFQEntry",,"90","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","1125","1,13","57","24","false","28","4","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"23","23","2047","26356","1007006","1","标准利润率%   ","小數8","Decimal8","FDecimal2","FDecimal2","PORFQ",,"23","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"TrigAction{FDecimal23,FDecimal24}","true",,,"7707","2203","375","2145","1,13","23","24","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"58","91","2047","26375","1007006","2","账期财务成本","小數9","Decimal9","FDecimal20","FcostFinance","PORFQEntry",,"91","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","930","1,13","58","24","false","28","4","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"60","92","2047","26376","1007006","2","木托盘缠绕膜成本","小數21","Decimal20","FDecimal21","FcostChanRaoMe","PORFQEntry",,"92","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","960","1,13","60","24","false","28","4","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"61","93","2047","26377","1007006","2","总成本","小數23","Decimal22","FDecimal22","FsumCost","PORFQEntry",,"93","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","1140","1,13","61","24","false","28","4","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"62","94","2047","26378","1007006","2","RMB产品控制利润率%","小數15","Decimal14","FDecimal23","FrateGainByPrdCTLRMB","PORFQEntry",,"94","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"Calculate{FDecimal14=FDecimal2}:{FCurrencyID=1 and FDecimal2>=FDecimal23}|Calculate{FDecimal14=FDecimal23}:{FCurrencyID=1 and FDecimal2<FDecimal23}","true",,,"0","0","350","1170","1,13","62","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"63","95","2047","26379","1007006","2","USD产品控制利润率%","小數16","Decimal15","FDecimal24","FrateGainByPrdCTLUSD","PORFQEntry",,"95","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"Calculate{FDecimal14=FDecimal2}:{FCurrencyID=1000 and FDecimal2>=FDecimal24}|Calculate{FDecimal14=FDecimal24}:{FCurrencyID=1000 and FDecimal2<FDecimal24}","true",,,"0","0","350","990","1,13","63","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"32","69","2047","26380","1007006","2","产品累计销售数量","小數19","Decimal18","FDecimal25","FsaledQtyByModel","PORFQEntry",,"69","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","870","1,13","32","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"31","68","2047","26381","1007006","2","客户累计销售数量","小數20","Decimal19","FDecimal26","FsaledQtyByCust","PORFQEntry",,"68","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","720","1,13","31","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"24","24","2047","26357","1007006","1","上海有色金属网铝锭期货价格：","小數1","Decimal1","FDecimal3","FAiFurPriceShanghai","PORFQ",,"24","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"10241","2251","375","2145","1,13","24","24","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"20","20","2047","26358","1007006","1","贷款年利率%       ","小數17","Decimal16","FDecimal4","FDecimal4","PORFQ",,"20","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"TrigAction{FAuxPrice}","true",,,"7707","1012","375","2145","1,13","20","24","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"18","18","2047","26360","1007006","1","报价汇率    ","小數4","Decimal4","FDecimal5","FqutoeExchRate","PORFQ",,"18","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"5173","2187","375","2145","1,13","18","19","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
